"Variables","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
1,87.1866578195613,0.306822351589641,64.0135117846531,15.794026530046,0.207030717947795,11.5516441329547
3,43.2474573367925,0.811938172614073,28.941203252446,5.03750846033909,0.0450929968768367,3.54954844644551
5,32.7663892445514,0.893977255872357,21.4714920306668,0.777107183147235,0.00445223604928072,0.300384602589117
7,26.1844657915094,0.931942453454514,15.8082699578804,1.02648139381103,0.00592887237056135,0.622823430603131
9,25.1829682641778,0.937073991546209,14.9524486273316,0.995977890703333,0.00490741547953394,0.402793412672543
11,24.6359902630722,0.939849834141218,14.4871107145349,0.845193034620567,0.00408620019489395,0.260741159030485
13,24.337603103525,0.94128534735533,14.247993990773,0.831620427429676,0.00399665628540789,0.266390298572826

